日期,班次,工序,产线设备,工单号,卡号,料号,计划数,产量,检验数,合格数,不良数
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,38,UK561M200N300AP4APR,1432,1432,1432,1432,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,40,UK561M200N300AP4APR,1152,1152,1152,1152,0
2026-08-23T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,1,UK561M200N300AP4APR,1368,1339,1368,1339,29
2026-08-23T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,2,UK561M200N300AP4APR,1402,1397,1402,1397,5
2026-08-23T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,3,UK561M200N300AP4APR,1433,1426,1433,1426,7
2026-08-23T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,4,UK561M200N300AP4APR,1440,1436,1440,1436,4
2026-08-23T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,5,UK561M200N300AP4APR,1114,1068,1114,1068,46
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,6,UK561M200N300AP4APR,1114,1108,1114,1108,6
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,7,UK561M200N300AP4APR,1192,1162,1192,1162,30
2026-08-23T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,8,UK561M200N300AP4APR,1183,1177,1183,1177,6
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,9,UK561M200N300AP4APR,1431,1425,1431,1425,6
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000301,10,UK561M200N300AP4APR,1418,1415,1418,1415,3
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,11,UK561M200N300AP4APR,1430,1427,1430,1427,3
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,12,UK561M200N300AP4APR,1422,1407,1422,1407,15
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,13,UK561M200N300AP4APR,1402,1398,1402,1398,4
2026-08-24T00:00:00,A,3164 制造六处老化选别,6FX02,SF313-2608000301,14,UK561M200N300AP4APR,1422,1420,1422,1420,2
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000301,15,UK561M200N300AP4APR,1390,1386,1390,1386,4
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,16,UK561M200N300AP4APR,1405,1399,1405,1399,6
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0009,SF313-2608000301,17,UK561M200N300AP4APR,1171,1164,1171,1164,7
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0009,SF313-2608000301,18,UK561M200N300AP4APR,1435,1432,1435,1432,3
2026-08-24T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000301,19,UK561M200N300AP4APR,1184,1177,1184,1177,7
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,20,UK561M200N300AP4APR,1436,1422,1436,1422,14
2026-08-24T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000301,21,UK561M200N300AP4APR,1196,1194,1196,1194,2
2026-08-24T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,22,UK561M200N300AP4APR,1426,1418,1426,1418,8
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0009,SF313-2608000301,23,UK561M200N300AP4APR,1176,1167,1176,1167,9
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,24,UK561M200N300AP4APR,1402,1397,1402,1397,5
2026-08-24T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000301,25,UK561M200N300AP4APR,1400,1328,1400,1328,72
2026-08-24T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,26,UK561M200N300AP4APR,1405,1396,1405,1396,9
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000301,27,UK561M200N300AP4APR,1416,1382,1416,1382,34
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000301,28,UK561M200N300AP4APR,1399,1396,1399,1396,3
2026-08-24T00:00:00,B,3164 制造六处老化选别,6D0009,SF313-2608000301,29,UK561M200N300AP4APR,1418,1411,1418,1411,7
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,30,UK561M200N300AP4APR,1405,1396,1405,1396,9
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,31,UK561M200N300AP4APR,1161,1127,1161,1127,34
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,32,UK561M200N300AP4APR,1417,1407,1417,1407,10
2026-08-25T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,33,UK561M200N300AP4APR,1431,1419,1431,1419,12
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,35,UK561M200N300AP4APR,1160,1144,1160,1144,16
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,36,UK561M200N300AP4APR,1432,1429,1432,1429,3
2026-08-25T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,37,UK561M200N300AP4APR,1428,1410,1428,1410,18
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000301,38,UK561M200N300AP4APR,1432,1426,1432,1426,6
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000301,40,UK561M200N300AP4APR,1152,1150,1152,1150,2
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,1,UK561M200N300AP4APR,1200,1435,1435,1435,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,2,UK561M200N300AP4APR,1200,1220,1220,1220,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,3,UK561M200N300AP4APR,1200,1424,1424,1424,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,4,UK561M200N300AP4APR,1200,1179,1179,1179,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,5,UK561M200N300AP4APR,1200,1405,1405,1405,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,6,UK561M200N300AP4APR,1200,1190,1190,1190,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,7,UK561M200N300AP4APR,1200,1225,1225,1225,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,8,UK561M200N300AP4APR,1200,1427,1427,1427,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,9,UK561M200N300AP4APR,1200,1213,1213,1213,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,10,UK561M200N300AP4APR,1200,1419,1419,1419,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,11,UK561M200N300AP4APR,1200,1234,1234,1234,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,12,UK561M200N300AP4APR,1200,1185,1185,1185,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,13,UK561M200N300AP4APR,1200,1224,1224,1224,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,14,UK561M200N300AP4APR,1200,1194,1194,1194,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,15,UK561M200N300AP4APR,1200,1231,1231,1231,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,16,UK561M200N300AP4APR,1200,1187,1187,1187,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,17,UK561M200N300AP4APR,1200,1232,1232,1232,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,18,UK561M200N300AP4APR,1200,1221,1221,1221,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,19,UK561M200N300AP4APR,1200,1201,1201,1201,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,20,UK561M200N300AP4APR,1200,1222,1222,1222,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,21,UK561M200N300AP4APR,1200,1220,1220,1220,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,22,UK561M200N300AP4APR,1200,1212,1212,1212,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,23,UK561M200N300AP4APR,1200,1220,1220,1220,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,24,UK561M200N300AP4APR,1200,1185,1185,1185,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,25,UK561M200N300AP4APR,1200,1221,1221,1221,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,26,UK561M200N300AP4APR,1200,1212,1212,1212,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,27,UK561M200N300AP4APR,1200,1211,1211,1211,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,28,UK561M200N300AP4APR,1200,1191,1191,1191,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,29,UK561M200N300AP4APR,1200,1208,1208,1208,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,30,UK561M200N300AP4APR,1200,1192,1192,1192,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,31,UK561M200N300AP4APR,1200,1207,1207,1207,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,32,UK561M200N300AP4APR,1200,1193,1193,1193,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,33,UK561M200N300AP4APR,1200,1216,1216,1216,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,34,UK561M200N300AP4APR,1200,1209,1209,1209,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD127,SF313-2608000302,36,UK561M200N300AP4APR,1200,1428,1428,1428,0
2026-08-26T00:00:00,B,3161 制造六处釘卷,6DD128,SF313-2608000302,37,UK561M200N300AP4APR,1200,1439,1439,1439,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,38,UK561M200N300AP4APR,1200,1196,1196,1196,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,39,UK561M200N300AP4APR,1200,1238,1238,1238,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,40,UK561M200N300AP4APR,1200,1209,1209,1209,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,41,UK561M200N300AP4APR,1200,511,511,511,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,42,UK561M200N300AP4APR,1200,1213,1213,1213,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,43,UK561M200N300AP4APR,1200,1256,1256,1256,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,44,UK561M200N300AP4APR,1200,1218,1218,1218,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD128,SF313-2608000302,45,UK561M200N300AP4APR,1200,1235,1235,1235,0
2026-08-26T00:00:00,A,3161 制造六处釘卷,6DD127,SF313-2608000302,46,UK561M200N300AP4APR,1200,1209,1209,1209,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,1,UK561M200N300AP4APR,1435,1435,1435,1435,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,2,UK561M200N300AP4APR,1220,1220,1220,1220,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,3,UK561M200N300AP4APR,1424,1424,1424,1424,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,4,UK561M200N300AP4APR,1179,1179,1179,1179,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,5,UK561M200N300AP4APR,1405,1405,1405,1405,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,6,UK561M200N300AP4APR,1190,1190,1190,1190,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,7,UK561M200N300AP4APR,1225,1225,1225,1225,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,8,UK561M200N300AP4APR,1427,1427,1427,1427,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,9,UK561M200N300AP4APR,1213,1213,1213,1213,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,10,UK561M200N300AP4APR,1419,1419,1419,1419,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,11,UK561M200N300AP4APR,1234,1234,1234,1234,0
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,12,UK561M200N300AP4APR,1185,1185,1185,1185,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,13,UK561M200N300AP4APR,1224,1224,1224,1224,0
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,14,UK561M200N300AP4APR,1194,1194,1194,1194,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,15,UK561M200N300AP4APR,1231,1231,1231,1231,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,16,UK561M200N300AP4APR,1187,1187,1187,1187,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,17,UK561M200N300AP4APR,1232,1232,1232,1232,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,18,UK561M200N300AP4APR,1221,1221,1221,1221,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,19,UK561M200N300AP4APR,1201,1201,1201,1201,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,20,UK561M200N300AP4APR,1222,1222,1222,1222,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,21,UK561M200N300AP4APR,1220,1220,1220,1220,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,22,UK561M200N300AP4APR,1212,1212,1212,1212,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,23,UK561M200N300AP4APR,1220,1220,1220,1220,0
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,24,UK561M200N300AP4APR,1185,1185,1185,1185,0
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,25,UK561M200N300AP4APR,1221,1221,1221,1221,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,26,UK561M200N300AP4APR,1212,1212,1212,1212,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,27,UK561M200N300AP4APR,1211,1211,1211,1211,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,28,UK561M200N300AP4APR,1191,1191,1191,1191,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,29,UK561M200N300AP4APR,1208,1208,1208,1208,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,30,UK561M200N300AP4APR,1192,1192,1192,1192,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,31,UK561M200N300AP4APR,1207,1207,1207,1207,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,32,UK561M200N300AP4APR,1193,1193,1193,1193,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,33,UK561M200N300AP4APR,1216,1216,1216,1216,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,34,UK561M200N300AP4APR,1209,1209,1209,1209,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,36,UK561M200N300AP4APR,1428,1428,1428,1428,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,37,UK561M200N300AP4APR,1439,1439,1439,1439,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,38,UK561M200N300AP4APR,1196,1196,1196,1196,0
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,39,UK561M200N300AP4APR,1238,1238,1238,1238,0
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,40,UK561M200N300AP4APR,1209,1209,1209,1209,0
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,41,UK561M200N300AP4APR,511,511,511,511,0
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,42,UK561M200N300AP4APR,1213,1213,1213,1213,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,43,UK561M200N300AP4APR,1256,1256,1256,1256,0
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,44,UK561M200N300AP4APR,1218,1218,1218,1218,0
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,45,UK561M200N300AP4APR,1235,1235,1235,1235,0
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,46,UK561M200N300AP4APR,1209,1209,1209,1209,0
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,1,UK561M200N300AP4APR,1435,1428,1435,1428,7
2026-08-29T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,2,UK561M200N300AP4APR,1220,1216,1220,1216,4
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,3,UK561M200N300AP4APR,1424,1418,1424,1418,6
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,4,UK561M200N300AP4APR,1179,1172,1179,1172,7
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,5,UK561M200N300AP4APR,1405,1400,1405,1400,5
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,6,UK561M200N300AP4APR,1190,1181,1190,1181,9
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,7,UK561M200N300AP4APR,1225,1212,1225,1212,13
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,8,UK561M200N300AP4APR,1427,1423,1427,1423,4
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,9,UK561M200N300AP4APR,1213,1197,1213,1197,16
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,10,UK561M200N300AP4APR,1419,1415,1419,1415,4
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,11,UK561M200N300AP4APR,1234,1229,1234,1229,5
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,12,UK561M200N300AP4APR,1185,1176,1185,1176,9
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,13,UK561M200N300AP4APR,1224,1218,1224,1218,6
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,14,UK561M200N300AP4APR,1194,1186,1194,1186,8
2026-08-27T00:00:00,B,3164 制造六处老化选别,6D0015,SF313-2608000302,15,UK561M200N300AP4APR,1231,1157,1231,1157,74
2026-08-26T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,16,UK561M200N300AP4APR,1187,1184,1187,1184,3
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,17,UK561M200N300AP4APR,1232,1223,1232,1223,9
2026-08-26T00:00:00,A,3164 制造六处老化选别,6D0017,SF313-2608000302,18,UK561M200N300AP4APR,1221,1217,1221,1217,4
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,19,UK561M200N300AP4APR,1201,1194,1201,1194,7
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,20,UK561M200N300AP4APR,1222,1219,1222,1219,3
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,21,UK561M200N300AP4APR,1220,1213,1220,1213,7
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,22,UK561M200N300AP4APR,1212,1205,1212,1205,7
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,23,UK561M200N300AP4APR,1220,1218,1220,1218,2
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,24,UK561M200N300AP4APR,1185,1181,1185,1181,4
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,25,UK561M200N300AP4APR,1221,1217,1221,1217,4
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,26,UK561M200N300AP4APR,1212,1207,1212,1207,5
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,27,UK561M200N300AP4APR,1211,1207,1211,1207,4
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,28,UK561M200N300AP4APR,1191,1186,1191,1186,5
2026-08-31T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,29,UK561M200N300AP4APR,1208,1098,1208,1098,110
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,30,UK561M200N300AP4APR,1192,1188,1192,1188,4
2026-08-31T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,31,UK561M200N300AP4APR,1207,1155,1207,1155,52
2026-08-27T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,32,UK561M200N300AP4APR,1193,1189,1193,1189,4
2026-09-01T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,33,UK561M200N300AP4APR,1216,1216,1216,1216,0
2026-09-01T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,34,UK561M200N300AP4APR,1209,1191,1209,1191,18
2026-08-31T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,36,UK561M200N300AP4APR,1428,1416,1428,1416,12
2026-08-31T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,37,UK561M200N300AP4APR,1439,1435,1439,1435,4
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,38,UK561M200N300AP4APR,1196,1189,1196,1189,7
2026-09-01T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000302,39,UK561M200N300AP4APR,1238,1221,1238,1221,17
2026-09-02T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000302,40,UK561M200N300AP4APR,1209,1205,1209,1205,4
2026-09-05T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,41,UK561M200N300AP4APR,511,509,511,509,2
2026-08-28T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,42,UK561M200N300AP4APR,1213,1206,1213,1206,7
2026-09-01T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000302,43,UK561M200N300AP4APR,1256,1247,1256,1247,9
2026-08-28T00:00:00,B,3164 制造六处老化选别,6D0005,SF313-2608000302,44,UK561M200N300AP4APR,1218,1208,1218,1208,10
2026-09-01T00:00:00,A,3164 制造六处老化选别,6D0009,SF313-2608000302,45,UK561M200N300AP4APR,1235,1223,1235,1223,12
2026-09-01T00:00:00,A,3164 制造六处老化选别,6D0005,SF313-2608000302,46,UK561M200N300AP4APR,1209,1209,1209,1209,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,1,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,2,UK561M200N300AP4APR,1200,1197,1197,1197,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,3,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,4,UK561M200N300AP4APR,1200,1183,1183,1183,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,5,UK561M200N300AP4APR,1200,1185,1185,1185,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,6,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,7,UK561M200N300AP4APR,1200,1184,1184,1184,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,8,UK561M200N300AP4APR,1200,1432,1432,1432,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,9,UK561M200N300AP4APR,1200,1173,1173,1173,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,10,UK561M200N300AP4APR,1200,1439,1439,1439,0
2026-08-24T00:00:00,A,3161 制造六处釘卷,6DD098,SF313-2608000303,11,UK561M200N300AP4APR,1200,1435,1435,1435,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,12,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,13,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,14,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,15,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,16,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-24T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,17,UK561M200N300AP4APR,1200,1200,1200,1200,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD099,SF313-2608000303,18,UK561M200N300AP4APR,1200,1205,1205,1205,0
2026-08-25T00:00:00,B,3161 制造六处釘卷,6DD098,SF313-2608000303,19,UK561M200N300AP4APR,1200,1239,1239,1239,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,20,UK561M200N300AP4APR,1200,1437,1437,1437,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD098,SF313-2608000303,21,UK561M200N300AP4APR,1200,1438,1438,1438,0
2026-08-25T00:00:00,A,3161 制造六处釘卷,6DD099,SF313-2608000303,22,UK561M200N300AP4APR,1200,1428,1428,1428,0
