日期,班次,工序,电表名称,开始时间,结束时间,用电量（kWh）
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-27T21:00:00,2026-08-27T22:00:00,50.32
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-27T22:00:00,2026-08-27T23:00:00,54.696
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-27T23:00:00,2026-08-28T00:00:00,57.431
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T00:00:00,2026-08-28T01:00:00,60.165
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T01:00:00,2026-08-28T02:00:00,56.884
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T02:00:00,2026-08-28T03:00:00,53.602
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T03:00:00,2026-08-28T04:00:00,54.696
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T04:00:00,2026-08-28T05:00:00,59.071
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T05:00:00,2026-08-28T06:00:00,57.431
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T06:00:00,2026-08-28T07:00:00,53.055
2026-08-27,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T07:00:00,2026-08-28T08:00:00,52.508
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-27T20:00:00,2026-08-27T21:00:00,22.297
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-27T21:00:00,2026-08-27T22:00:00,24.133
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-27T22:00:00,2026-08-27T23:00:00,26.231
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-27T23:00:00,2026-08-28T00:00:00,27.543
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T00:00:00,2026-08-28T01:00:00,28.854
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T01:00:00,2026-08-28T02:00:00,27.28
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T02:00:00,2026-08-28T03:00:00,25.707
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T03:00:00,2026-08-28T04:00:00,26.231
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T04:00:00,2026-08-28T05:00:00,28.33
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T05:00:00,2026-08-28T06:00:00,27.543
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T06:00:00,2026-08-28T07:00:00,25.444
2026-08-27,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T07:00:00,2026-08-28T08:00:00,25.182
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T08:00:00,2026-08-28T09:00:00,21.788
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T09:00:00,2026-08-28T10:00:00,22.272
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T10:00:00,2026-08-28T11:00:00,24.209
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T11:00:00,2026-08-28T12:00:00,25.419
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T12:00:00,2026-08-28T13:00:00,41.155
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T13:00:00,2026-08-28T14:00:00,43.576
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T14:00:00,2026-08-28T15:00:00,31.471
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T15:00:00,2026-08-28T16:00:00,22.998
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T16:00:00,2026-08-28T17:00:00,21.788
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T17:00:00,2026-08-28T18:00:00,21.304
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T18:00:00,2026-08-28T19:00:00,20.578
2026-08-28,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T19:00:00,2026-08-28T20:00:00,19.367
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T08:00:00,2026-08-28T09:00:00,10.449
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T09:00:00,2026-08-28T10:00:00,10.682
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T10:00:00,2026-08-28T11:00:00,11.61
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T11:00:00,2026-08-28T12:00:00,12.191
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T12:00:00,2026-08-28T13:00:00,19.737
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T13:00:00,2026-08-28T14:00:00,20.898
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T14:00:00,2026-08-28T15:00:00,15.093
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T15:00:00,2026-08-28T16:00:00,11.03
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T16:00:00,2026-08-28T17:00:00,10.449
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T17:00:00,2026-08-28T18:00:00,10.217
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T18:00:00,2026-08-28T19:00:00,9.869
2026-08-28,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T19:00:00,2026-08-28T20:00:00,9.288
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T20:00:00,2026-08-28T21:00:00,33.285
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T21:00:00,2026-08-28T22:00:00,36.026
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T22:00:00,2026-08-28T23:00:00,39.159
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-28T23:00:00,2026-08-29T00:00:00,41.117
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T00:00:00,2026-08-29T01:00:00,43.074
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T01:00:00,2026-08-29T02:00:00,40.725
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T02:00:00,2026-08-29T03:00:00,38.375
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T03:00:00,2026-08-29T04:00:00,39.159
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T04:00:00,2026-08-29T05:00:00,42.291
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T05:00:00,2026-08-29T06:00:00,41.116
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T06:00:00,2026-08-29T07:00:00,37.984
2026-08-28,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T07:00:00,2026-08-29T08:00:00,37.592
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T20:00:00,2026-08-28T21:00:00,15.963
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T21:00:00,2026-08-28T22:00:00,17.277
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T22:00:00,2026-08-28T23:00:00,18.78
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-28T23:00:00,2026-08-29T00:00:00,19.719
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T00:00:00,2026-08-29T01:00:00,20.658
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T01:00:00,2026-08-29T02:00:00,19.531
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T02:00:00,2026-08-29T03:00:00,18.404
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T03:00:00,2026-08-29T04:00:00,18.78
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T04:00:00,2026-08-29T05:00:00,20.282
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T05:00:00,2026-08-29T06:00:00,19.719
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T06:00:00,2026-08-29T07:00:00,18.216
2026-08-28,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T07:00:00,2026-08-29T08:00:00,18.029
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T08:00:00,2026-08-29T09:00:00,10.235
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T09:00:00,2026-08-29T10:00:00,11.078
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T10:00:00,2026-08-29T11:00:00,12.041
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T11:00:00,2026-08-29T12:00:00,12.644
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T12:00:00,2026-08-29T13:00:00,13.246
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T13:00:00,2026-08-29T14:00:00,12.523
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T14:00:00,2026-08-29T15:00:00,11.801
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T15:00:00,2026-08-29T16:00:00,12.041
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T16:00:00,2026-08-29T17:00:00,13.005
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T17:00:00,2026-08-29T18:00:00,12.643
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T18:00:00,2026-08-29T19:00:00,11.68
2026-08-29,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T19:00:00,2026-08-29T20:00:00,11.56
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T08:00:00,2026-08-29T09:00:00,4.909
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T09:00:00,2026-08-29T10:00:00,5.313
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T10:00:00,2026-08-29T11:00:00,5.775
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T11:00:00,2026-08-29T12:00:00,6.063
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T12:00:00,2026-08-29T13:00:00,6.352
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T13:00:00,2026-08-29T14:00:00,6.006
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T14:00:00,2026-08-29T15:00:00,5.659
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T15:00:00,2026-08-29T16:00:00,5.775
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T16:00:00,2026-08-29T17:00:00,6.237
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T17:00:00,2026-08-29T18:00:00,6.063
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T18:00:00,2026-08-29T19:00:00,5.602
2026-08-29,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T19:00:00,2026-08-29T20:00:00,5.544
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T20:00:00,2026-08-29T21:00:00,18.266
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T21:00:00,2026-08-29T22:00:00,19.771
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T22:00:00,2026-08-29T23:00:00,21.49
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-29T23:00:00,2026-08-30T00:00:00,22.564
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T00:00:00,2026-08-30T01:00:00,23.639
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T01:00:00,2026-08-30T02:00:00,22.35
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T02:00:00,2026-08-30T03:00:00,21.06
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T03:00:00,2026-08-30T04:00:00,21.49
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T04:00:00,2026-08-30T05:00:00,23.209
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T05:00:00,2026-08-30T06:00:00,22.564
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T06:00:00,2026-08-30T07:00:00,20.845
2026-08-29,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T07:00:00,2026-08-30T08:00:00,20.63
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T20:00:00,2026-08-29T21:00:00,8.76
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T21:00:00,2026-08-29T22:00:00,9.482
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T22:00:00,2026-08-29T23:00:00,10.306
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-29T23:00:00,2026-08-30T00:00:00,10.822
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T00:00:00,2026-08-30T01:00:00,11.337
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T01:00:00,2026-08-30T02:00:00,10.718
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T02:00:00,2026-08-30T03:00:00,10.1
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T03:00:00,2026-08-30T04:00:00,10.306
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T04:00:00,2026-08-30T05:00:00,11.131
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T05:00:00,2026-08-30T06:00:00,10.822
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T06:00:00,2026-08-30T07:00:00,9.997
2026-08-29,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T07:00:00,2026-08-30T08:00:00,9.894
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T08:00:00,2026-08-30T09:00:00,29.557
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T09:00:00,2026-08-30T10:00:00,31.992
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T10:00:00,2026-08-30T11:00:00,34.773
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T11:00:00,2026-08-30T12:00:00,36.512
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T12:00:00,2026-08-30T13:00:00,38.251
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T13:00:00,2026-08-30T14:00:00,36.164
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T14:00:00,2026-08-30T15:00:00,34.078
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T15:00:00,2026-08-30T16:00:00,34.773
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T16:00:00,2026-08-30T17:00:00,37.555
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T17:00:00,2026-08-30T18:00:00,36.512
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T18:00:00,2026-08-30T19:00:00,33.73
2026-08-30,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T19:00:00,2026-08-30T20:00:00,33.382
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T08:00:00,2026-08-30T09:00:00,14.175
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T09:00:00,2026-08-30T10:00:00,15.343
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T10:00:00,2026-08-30T11:00:00,16.677
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T11:00:00,2026-08-30T12:00:00,17.511
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T12:00:00,2026-08-30T13:00:00,18.344
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T13:00:00,2026-08-30T14:00:00,17.344
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T14:00:00,2026-08-30T15:00:00,16.343
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T15:00:00,2026-08-30T16:00:00,16.677
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T16:00:00,2026-08-30T17:00:00,18.011
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T17:00:00,2026-08-30T18:00:00,17.51
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T18:00:00,2026-08-30T19:00:00,16.176
2026-08-30,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T19:00:00,2026-08-30T20:00:00,16.01
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T20:00:00,2026-08-30T21:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T21:00:00,2026-08-30T22:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T22:00:00,2026-08-30T23:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-30T23:00:00,2026-08-31T00:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T00:00:00,2026-08-31T01:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T01:00:00,2026-08-31T02:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T02:00:00,2026-08-31T03:00:00,2.028
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T03:00:00,2026-08-31T04:00:00,2.027
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T04:00:00,2026-08-31T05:00:00,2.027
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T05:00:00,2026-08-31T06:00:00,2.027
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T06:00:00,2026-08-31T07:00:00,2.027
2026-08-30,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T07:00:00,2026-08-31T08:00:00,2.027
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T20:00:00,2026-08-30T21:00:00,0.973
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T21:00:00,2026-08-30T22:00:00,0.973
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T22:00:00,2026-08-30T23:00:00,0.973
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-30T23:00:00,2026-08-31T00:00:00,0.973
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T00:00:00,2026-08-31T01:00:00,0.973
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T01:00:00,2026-08-31T02:00:00,0.972
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T02:00:00,2026-08-31T03:00:00,0.972
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T03:00:00,2026-08-31T04:00:00,0.972
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T04:00:00,2026-08-31T05:00:00,0.972
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T05:00:00,2026-08-31T06:00:00,0.972
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T06:00:00,2026-08-31T07:00:00,0.972
2026-08-30,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T07:00:00,2026-08-31T08:00:00,0.972
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T08:00:00,2026-08-31T09:00:00,12.091
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T09:00:00,2026-08-31T10:00:00,13.086
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T10:00:00,2026-08-31T11:00:00,14.224
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T11:00:00,2026-08-31T12:00:00,14.935
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T12:00:00,2026-08-31T13:00:00,15.646
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T13:00:00,2026-08-31T14:00:00,14.793
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T14:00:00,2026-08-31T15:00:00,13.94
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T15:00:00,2026-08-31T16:00:00,14.224
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T16:00:00,2026-08-31T17:00:00,15.362
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T17:00:00,2026-08-31T18:00:00,14.935
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T18:00:00,2026-08-31T19:00:00,13.797
2026-08-31,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T19:00:00,2026-08-31T20:00:00,13.655
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T08:00:00,2026-08-31T09:00:00,5.798
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T09:00:00,2026-08-31T10:00:00,6.276
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T10:00:00,2026-08-31T11:00:00,6.822
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T11:00:00,2026-08-31T12:00:00,7.163
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T12:00:00,2026-08-31T13:00:00,7.504
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T13:00:00,2026-08-31T14:00:00,7.094
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T14:00:00,2026-08-31T15:00:00,6.685
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T15:00:00,2026-08-31T16:00:00,6.821
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T16:00:00,2026-08-31T17:00:00,7.367
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T17:00:00,2026-08-31T18:00:00,7.163
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T18:00:00,2026-08-31T19:00:00,6.617
2026-08-31,A,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T19:00:00,2026-08-31T20:00:00,6.549
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T20:00:00,2026-08-31T21:00:00,18.775
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T21:00:00,2026-08-31T22:00:00,20.321
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T22:00:00,2026-08-31T23:00:00,22.088
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-08-31T23:00:00,2026-09-01T00:00:00,23.193
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T00:00:00,2026-09-01T01:00:00,24.297
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T01:00:00,2026-09-01T02:00:00,22.972
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T02:00:00,2026-09-01T03:00:00,21.646
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T03:00:00,2026-09-01T04:00:00,22.088
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T04:00:00,2026-09-01T05:00:00,23.855
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T05:00:00,2026-09-01T06:00:00,23.192
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T06:00:00,2026-09-01T07:00:00,21.425
2026-08-31,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T07:00:00,2026-09-01T08:00:00,21.205
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T20:00:00,2026-08-31T21:00:00,9.004
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T21:00:00,2026-08-31T22:00:00,9.746
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T22:00:00,2026-08-31T23:00:00,10.593
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-08-31T23:00:00,2026-09-01T00:00:00,11.123
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T00:00:00,2026-09-01T01:00:00,11.653
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T01:00:00,2026-09-01T02:00:00,11.017
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T02:00:00,2026-09-01T03:00:00,10.381
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T03:00:00,2026-09-01T04:00:00,10.593
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T04:00:00,2026-09-01T05:00:00,11.441
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T05:00:00,2026-09-01T06:00:00,11.123
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T06:00:00,2026-09-01T07:00:00,10.275
2026-08-31,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-01T07:00:00,2026-09-01T08:00:00,10.169
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T08:00:00,2026-09-01T09:00:00,28.095
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T09:00:00,2026-09-01T10:00:00,30.409
2026-09-01,A,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-01T10:00:00,2026-09-01T11:00:00,33.053
